,value
0,262.58424077207496
1,264.44026149373536
2,258.9747446378296
3,258.2265193956951
4,258.7449720576228
5,258.04192378366946
6,263.39010447306697
7,275.1516406160544
8,270.2553880026112
9,271.45910091700284
10,272.9516418288208
11,271.42857395232716
12,269.73419689835987
13,267.5814575862581
14,271.89344586485134
15,270.75304220939296
16,268.90902072451433
17,273.3617241068676
18,277.048295101508
19,284.6513665900131
20,279.1926184124721
21,272.9007052585194
22,267.6279820138236
23,255.834156789454
