,value
0,102.03043585735004
1,97.23238917612038
2,96.54687167257745
3,97.6960509085724
4,100.48235007953457
5,101.4984054496412
6,111.94180430241107
7,118.03879072881801
8,111.56884220292275
9,115.2994876367064
10,109.98440956301968
11,105.95112841178921
12,106.57179749067791
13,106.5042763880074
14,104.03551225706128
15,104.71716412667094
16,109.46012169783309
17,114.29299264976784
18,117.24887592079094
19,118.36989108442484
20,122.91361605223408
21,117.85464030204108
22,111.33171059882812
23,102.47961879877568
