,value
0,230.36777596448593
1,229.2410172611907
2,225.8274843075305
3,226.5579473460165
4,224.38495096719893
5,226.88786341615446
6,227.92207229217794
7,233.29389854298273
8,238.4559576101093
9,238.4749054955456
10,236.9001934252684
11,235.88931882986444
12,234.5086613509754
13,227.79180999398886
14,228.8857788170339
15,222.1772025114558
16,221.3224074197439
17,230.76385829986663
18,232.7229989215332
19,235.98881693427484
20,233.47889871114037
21,231.11568387961916
22,229.72701980265128
23,223.5386288768428
