,value
0,163.28231029779536
1,163.2918025201499
2,160.15213812098952
3,161.41150729545367
4,162.0034647546615
5,165.42031378912438
6,172.49854431157664
7,184.41727620004093
8,181.25603691487953
9,187.2135115754991
10,173.476725605952
11,173.45031277675193
12,167.82142537867455
13,165.621566279415
14,162.75323198583214
15,165.58534517451446
16,171.2719429155799
17,177.75284608124142
18,185.2713205421979
19,188.11045950326874
20,185.21479882091748
21,185.17094732943437
22,173.75621880583935
23,169.10073125324215
