,value
0,232.5146095129178
1,229.9006098781061
2,226.98480277963085
3,228.59595282325915
4,229.23001008336328
5,225.87988943757472
6,232.7992071903017
7,248.39644169016844
8,242.51648057697477
9,243.2036421860676
10,248.07370494208732
11,241.77171021467538
12,237.31044913740004
13,233.35002370916482
14,236.1246895075717
15,244.18064648496704
16,244.6890103948813
17,248.71751531216032
18,252.55525275973912
19,249.15013305466428
20,246.17694904228472
21,241.54568230945674
22,238.14859375286534
23,229.07208346551892
