,value
0,160.74197090656614
1,159.29611855454164
2,159.67612181616983
3,163.57587299293897
4,159.6420042454628
5,163.38690639353848
6,171.6315520622092
7,188.60189848252617
8,184.23202719122662
9,186.9228256580606
10,182.16412695248863
11,175.94925130481505
12,170.68695188806606
13,168.95628123374513
14,170.85271591356582
15,168.17294110968888
16,169.3651009914952
17,175.37384227835574
18,185.60071888287666
19,183.4488060426201
20,177.8278144278891
21,177.2181729513701
22,176.06203768933156
23,177.26778237188168
