,value
0,180.98810510925892
1,183.71279777547755
2,184.88434624456772
3,191.25550852687581
4,192.26617980292963
5,196.25464862680502
6,202.65821139204814
7,212.90183074032706
8,207.42047782330803
9,205.13722180816424
10,190.12958500357476
11,187.18896934879425
12,186.86781999786544
13,183.34470074058666
14,185.79946961638095
15,189.40801559388998
16,186.45215326189805
17,191.41257482519555
18,194.5730290890674
19,196.81928864931962
20,196.0357693762807
21,192.752375667025
22,189.5885711135157
23,183.5211874221335
