,value
0,183.12229003665357
1,182.8223005025078
2,189.10703032792438
3,188.07038838624922
4,188.68157373014776
5,193.64891569826173
6,201.42102395937584
7,212.57345665390326
8,207.47486991736326
9,210.09782889001204
10,207.37941424497865
11,203.3853924574368
12,199.3256283801907
13,204.83735166383997
14,198.31811409703482
15,200.6031858994618
16,201.26627570295236
17,203.7755248063346
18,206.56521339383033
19,203.91890123394265
20,202.6615330486137
21,202.65068434905348
22,200.82934529837144
23,197.57079207495337
