,value
0,219.50395202040482
1,219.4334023602245
2,217.7616533185507
3,215.90728826368309
4,214.59085755197592
5,215.48373881468325
6,217.12117082696332
7,219.74486849893742
8,225.49367322422756
9,231.5077260195434
10,235.75623335299588
11,237.10693656793012
12,237.39534672841336
13,230.00247589327276
14,230.3882918059948
15,227.8234984417674
16,229.4379974810475
17,231.27844084419246
18,234.9554922913062
19,237.66551229108296
20,236.134872167444
21,232.08766759850275
22,227.19189183874934
23,220.84486615394752
