,value
0,113.88325771693992
1,111.76751945920536
2,111.99719076645917
3,110.08762272173496
4,111.15988771455933
5,113.6281058653136
6,117.6945494402595
7,127.38412602600097
8,129.8679023965789
9,135.81871013084202
10,125.71126540246759
11,127.16715138381004
12,128.00294747709984
13,128.33810255959415
14,130.01877357578172
15,134.59705381099207
16,135.08949053012796
17,139.2966821784978
18,142.5520533484278
19,145.871655032643
20,141.29595842440546
21,133.75793926155256
22,129.79316739856918
23,124.75838661316601
