,value
0,114.09966275859398
1,108.12939889009833
2,108.74036555980797
3,110.27520548147294
4,108.51161188366378
5,108.62324815838848
6,111.58828677665704
7,113.96546932773474
8,113.48681623811011
9,119.46532271949663
10,119.36532412078463
11,123.42548222208376
12,122.47576326281285
13,124.17375390913739
14,123.68909418356439
15,124.67985128540886
16,130.11904178907363
17,126.07670037449543
18,126.44377565411324
19,125.44055799003868
20,122.97853920663897
21,121.68235758595897
22,121.56525392482168
23,112.02633273270067
