,value
0,167.3847830204648
1,165.12406251905688
2,167.0890231663374
3,164.8828191867834
4,164.95808315968597
5,167.37825187715666
6,173.73702537228942
7,183.74997586067616
8,179.2406730186746
9,178.18356865420606
10,180.4877549270439
11,176.25509570321967
12,175.23405355053123
13,168.8865226469282
14,166.2753804173894
15,160.49402122075549
16,163.9183589821398
17,167.52661666341052
18,174.09956883295015
19,181.25867387471067
20,175.62333993147925
21,177.1268405998716
22,172.0299921086553
23,164.73895469016946
