,value
0,158.3726567026097
1,154.38681728442623
2,152.66842819639817
3,153.1223029732055
4,157.07118772761808
5,155.992452542674
6,164.51251317982275
7,176.4151874011634
8,175.86973415889682
9,179.14341953868941
10,175.67405581892197
11,171.96289262353534
12,170.22595309376024
13,171.90284901337472
14,169.98534301520286
15,177.54075442396982
16,176.08785456381267
17,179.41289284108007
18,186.31347613632803
19,190.099656630721
20,188.64650182333656
21,184.7594064499027
22,179.11276728626945
23,169.95924814579814
