,value
0,108.07861658464114
1,105.32840572653464
2,103.75875427359746
3,103.99806480170892
4,106.95546354052567
5,105.20104700326732
6,112.32136991363384
7,124.55449822740312
8,125.10536812552617
9,127.16972238265433
10,113.50956733956255
11,109.35840165118194
12,107.10399771462684
13,108.41552172849256
14,107.0802386046505
15,108.65313226163337
16,113.09063306837001
17,114.08234160188313
18,121.72151087640289
19,123.06739069651142
20,123.8793945330029
21,123.41625109035144
22,115.76104926606469
23,106.47689893886732
