,value
0,242.91678966797858
1,243.46452267073815
2,240.9123792889679
3,241.20325875997082
4,244.1471447464356
5,245.80714398440057
6,253.19559470249527
7,266.2444769558379
8,268.1642546630563
9,265.46249305725865
10,263.02688247822255
11,262.53672039737967
12,261.4026456087518
13,253.73332758572732
14,251.37038461611814
15,251.27548552383942
16,255.45119995762764
17,258.5831358930358
18,262.7572595446528
19,272.1329554580526
20,267.8028423734546
21,260.55213046854686
22,258.1264307454754
23,253.67160090323517
