,value
0,130.90300382592508
1,124.74382625612469
2,125.484256378899
3,130.12006990891945
4,129.47437582012466
5,125.51896561576577
6,126.16447326624672
7,129.36980011697392
8,131.92103990543993
9,138.8055388048339
10,143.78613659299924
11,145.8334217064994
12,144.15862003624986
13,141.5205082121602
14,139.06359277359874
15,138.6424272803937
16,142.50267474575034
17,146.7271258866417
18,146.77522861070372
19,145.0805368107836
20,145.495514885624
21,144.9888898034765
22,138.09777581591442
23,137.19373124088017
