,value
0,215.88911970484764
1,213.39261733358336
2,213.617546151452
3,215.94014095478622
4,215.44994631574983
5,218.59469182142348
6,233.8429296416483
7,247.10085703864246
8,245.4986888809391
9,248.05970583413745
10,236.32339915991417
11,230.55534965166117
12,226.79819695567068
13,224.16022458415694
14,223.7550631221963
15,227.6877159705391
16,226.78417396038083
17,229.86929990293558
18,238.03920293305376
19,240.24673594086082
20,235.9928792505822
21,239.10560422938738
22,234.92056236300562
23,222.45268997119874
