,value
0,222.6174291002201
1,221.4153169572924
2,220.58084303563308
3,220.68738063649965
4,217.1092847838008
5,216.74208933249332
6,217.76693254414315
7,221.85759439992339
8,221.02204609390313
9,224.82402818322282
10,234.25503658248516
11,238.5673434202942
12,245.62263620579162
13,243.15625083668755
14,239.2819235670059
15,239.54492188416853
16,239.98927569948162
17,243.29244122076378
18,240.00330699299954
19,237.226054332003
20,236.59592200194433
21,232.74870278115574
22,228.97010485313595
23,226.4600960405204
