,value
0,202.4779003479693
1,199.44052185239744
2,201.07398543505983
3,199.46282795911998
4,198.0936205893746
5,198.85363743380736
6,207.11409826541683
7,215.63966311293342
8,215.26945520511174
9,217.06042249852175
10,213.86406931428672
11,212.52208907355856
12,213.82455561028894
13,209.2437498573061
14,209.99034123408757
15,207.52072165314894
16,209.30101313076645
17,214.21442428665057
18,223.87303483330484
19,224.112667473062
20,223.38924171913118
21,223.1816170130374
22,217.05565869845893
23,203.2415149763903
