,value
0,105.3525767341212
1,102.51926394271547
2,101.07792511628539
3,102.91653472792856
4,108.05758248620917
5,105.71571351400402
6,113.77223648811287
7,126.10672425309966
8,123.50590881691492
9,126.04646117615812
10,133.4628845540386
11,128.0514036740667
12,128.10905881386847
13,121.12494451764468
14,123.64793079764557
15,123.5064285036235
16,124.8462507171104
17,124.27170494212262
18,127.65836049892428
19,127.91783012808175
20,125.28539621958559
21,120.83365833893302
22,117.0332315971233
23,113.51624089376905
