,value
0,124.93350680518756
1,121.28769243787366
2,121.92347157954892
3,126.44149362697995
4,124.07721238951432
5,125.57351912021832
6,135.21324609121334
7,148.6904007407576
8,141.5684227177875
9,146.00591091544706
10,135.7686212944416
11,131.47520917610436
12,128.66217486375737
13,126.73787320755171
14,128.28542224992296
15,127.21566659547194
16,130.87611995539078
17,137.54642786630112
18,150.67797544915646
19,153.3901253305892
20,147.95767441224407
21,144.6255781324676
22,137.08825178394986
23,131.0190530205947
