,value
0,121.25537047513052
1,120.23735626558555
2,119.59986804909971
3,120.80041623661023
4,124.95254454066374
5,123.14758587512078
6,131.46641354533554
7,145.84969425104978
8,140.42082968182706
9,147.395083850695
10,133.1812992629515
11,131.78174356450506
12,130.24826825080746
13,126.48600554701832
14,124.68396831726939
15,130.62562262558478
16,131.48356246242955
17,137.8426453263331
18,147.14263186066412
19,150.08069663185753
20,153.3016879748158
21,147.20898936583345
22,137.2757489382815
23,130.63834137142965
