,value
0,204.57884029726912
1,203.17875996959432
2,202.99705843360942
3,205.0582672038268
4,202.81579932543363
5,203.76665003810518
6,210.34614453677702
7,224.58154427487352
8,228.76200430801896
9,233.63228628369126
10,221.11815991134188
11,221.3746662249223
12,221.03309712761356
13,217.6131899100058
14,217.169769061007
15,219.0200541507302
16,218.53235870287844
17,223.86842042874162
18,228.53405887267735
19,236.09423432598788
20,229.58121351827467
21,223.67195408937422
22,215.10829797546876
23,209.68530100643852
