,value
0,104.43156379762547
1,101.03519283256851
2,104.56947974512052
3,103.22664014230529
4,101.5919169372998
5,103.31502790949135
6,107.68577206972877
7,117.00940602795093
8,113.37403710252971
9,115.48449292720962
10,115.24390273328763
11,119.13076520254526
12,121.45171286268486
13,114.55914472887929
14,113.40257165928831
15,112.18733333316126
16,112.08109762398055
17,117.60932607674978
18,116.1413653410011
19,121.3677961088561
20,116.72742994069321
21,113.60329131032536
22,111.8127530629161
23,107.62494502952198
