,value
0,113.09892115793414
1,110.45003705407606
2,109.06563823387984
3,110.73395834669205
4,108.2937047021224
5,109.26504390247224
6,115.36869172108472
7,120.16337810681983
8,120.01289368416289
9,128.45098470185658
10,128.03695218961943
11,125.89233950019303
12,124.54537392167474
13,120.76440303435834
14,118.94551282610877
15,121.67481921809897
16,124.8086203909663
17,123.71002550978046
18,130.08326765206192
19,129.03012985589638
20,126.49102879448293
21,123.36143528052317
22,122.62555525599531
23,120.04026902873154
