,value
0,211.41498278921637
1,211.44558081367506
2,212.27758771966904
3,208.91593001607265
4,209.53958108360177
5,213.9229126737371
6,222.0019304998619
7,234.73030443118685
8,230.93124126670125
9,233.41924720046887
10,235.69855511125337
11,229.98357995578246
12,224.95451170827837
13,218.622035135442
14,221.26287057864633
15,224.96912119937798
16,223.70220675754894
17,231.73631055093142
18,238.35086580220278
19,238.99458920425025
20,238.22760524739135
21,237.72514744715264
22,233.34570421437286
23,221.8326738682019
