,value
0,257.841235884884
1,254.64759139983767
2,255.16665715366227
3,254.9956366527959
4,254.63364326244522
5,255.00383586557328
6,266.89638814612925
7,278.04792398432573
8,278.26786064714537
9,276.1276161918974
10,277.8086131568994
11,282.7681122918564
12,282.14719032854225
13,280.2557677145766
14,276.05832631816435
15,274.72840736343807
16,277.7487963402313
17,278.98800968185486
18,282.8056773528323
19,286.37733892161117
20,282.06882105543013
21,280.73138969570067
22,276.783259897133
23,269.7837232503976
