,value
0,123.31518084523725
1,126.83297028895439
2,125.47045373301701
3,125.08365234681368
4,125.9675358401731
5,128.46343865983184
6,141.96142851943787
7,149.53575379465912
8,148.4318725668482
9,152.25877417800464
10,144.98460865367298
11,146.00635904909367
12,143.5808342580472
13,142.95567436555226
14,145.33955268156595
15,147.66578320241084
16,146.73488762281627
17,153.54477540901854
18,159.78806086247414
19,161.90412566201664
20,161.63618046873503
21,158.3906987825135
22,150.32827767813913
23,143.98212454391282
