,value
0,125.53425930342323
1,122.88723700696582
2,120.98292777285705
3,124.67829620930621
4,120.75434719136135
5,121.7538783872071
6,130.4803610916199
7,142.4762666144171
8,140.7691424778528
9,139.8345814616667
10,136.6605167547467
11,140.72123791360454
12,141.89077768713557
13,137.55167368303003
14,142.4881477103481
15,143.79660905214578
16,141.2297208530844
17,144.5791830607712
18,153.16474597127817
19,153.50076283898227
20,147.6199500929003
21,148.20016476666677
22,144.7712449478061
23,137.9600300789263
