,value
0,164.7133233870432
1,162.03562329422036
2,160.25593141513812
3,161.27994757881024
4,160.54755667857793
5,156.93396393895904
6,158.3827335433539
7,162.19212702129911
8,168.08696062710112
9,171.40880938940867
10,175.86782897686894
11,182.64838233606065
12,181.35433090579681
13,177.22586663563314
14,175.36129226555454
15,177.2669480520122
16,176.4149880687656
17,177.27951066836914
18,182.94429115618274
19,183.33333095634822
20,181.03075927415594
21,178.653292922578
22,176.68192455573814
23,166.7884656880754
