,value
0,253.29283410154048
1,252.96351962985017
2,250.08464814441538
3,241.77029850390963
4,237.4187403413968
5,237.3374536463246
6,237.97377299370572
7,235.40174448227071
8,235.76508279063304
9,238.01115657913527
10,241.02478167047207
11,250.33833060938977
12,259.2723293626323
13,262.7371182640973
14,264.10124190535004
15,266.54012150636487
16,272.19469407574024
17,273.34765472863506
18,274.075013636515
19,274.5631409440946
20,270.06102689271967
21,266.527577696877
22,264.75927000594476
23,259.45350385796905
