,value
0,118.03338221381613
1,116.88332047109068
2,117.05600367356588
3,116.43447198304035
4,116.33262745393019
5,118.92156458340212
6,125.16565474782539
7,131.25555037684305
8,130.03434865359196
9,136.57237234026036
10,126.50399969920187
11,125.433630244884
12,125.17892282552216
13,124.71907595801599
14,127.11553304022442
15,131.99701740899397
16,127.33192480679412
17,129.40261746130432
18,134.921373033713
19,135.19128147784244
20,135.0755938135982
21,135.6680290743413
22,128.44402973866315
23,123.71754793758691
