,value
0,113.67143099149693
1,111.33725607023746
2,112.45014233147275
3,117.17382637874296
4,114.32756018068649
5,115.5389170824596
6,119.40111844091588
7,127.419306849731
8,124.15942731391256
9,125.08805762800117
10,127.11403110202566
11,130.517476977235
12,128.33548679159884
13,126.14950761462508
14,123.05394194538763
15,122.10127111058952
16,120.4393171629394
17,126.55923519837718
18,126.73171906007255
19,127.71732227641199
20,128.34578923606236
21,121.72715851400373
22,119.37628397534884
23,117.2603783919111
