,value
0,116.64045370393592
1,112.59557548080524
2,116.49782620199917
3,114.05459167579576
4,113.60918175200787
5,113.69006926872112
6,120.18652172459262
7,129.65596727827807
8,127.57266049532502
9,125.92134803379669
10,125.28932353350827
11,126.8575095863219
12,124.5847038577571
13,117.73500458407267
14,119.71480948150312
15,118.59077389783897
16,122.81924555060132
17,126.47019650002879
18,130.17391576024949
19,131.44890051615045
20,126.96552632340627
21,125.31572190967813
22,121.43307884247218
23,119.10195279801407
