,value
0,232.75888973690695
1,228.0107738791986
2,228.2833278763943
3,229.66084304293926
4,230.13927914917127
5,230.00736583392276
6,238.99183608281874
7,253.86958679340282
8,255.7427296679628
9,254.0850337160823
10,260.32547008341396
11,254.2620476865721
12,254.24865815181076
13,257.55618636857486
14,251.2882679636142
15,253.21143860843708
16,261.51488175897225
17,264.02612301863564
18,263.1475653227921
19,263.9344549478085
20,258.05953116752244
21,253.90291368973263
22,250.8308410809148
23,246.09208361360524
