,value
0,138.43347800035272
1,133.36832530188107
2,133.2058510235772
3,136.70799874158666
4,139.738944896214
5,134.59645071160986
6,138.59671135519682
7,146.23908616374956
8,142.3298169435834
9,146.77447062024265
10,138.14661051275192
11,139.26879009905963
12,139.03762407945462
13,137.63117713208723
14,136.99202654281822
15,140.4688640384962
16,143.8347083139059
17,146.43768504833935
18,151.99787714949503
19,153.66070760675038
20,154.60928172918202
21,154.57356388263318
22,148.5933036023568
23,139.679622915125
