,value
0,227.4449528595977
1,226.87184611814757
2,228.175299346078
3,225.6028290888127
4,226.39488856523812
5,227.96194631701778
6,236.60676267111128
7,246.62447599075247
8,242.61990071878105
9,243.10179477579874
10,231.71439097058803
11,231.14297804541678
12,233.70017797715542
13,226.95063783226573
14,221.8525664138393
15,223.38351485969852
16,238.0812215879486
17,245.2993085247284
18,257.4519368264633
19,254.89935772297332
20,250.54621560770022
21,244.23794125581264
22,241.87747484458777
23,229.57335004335613
