,value
0,99.43104230232638
1,99.04412605392713
2,97.35987618035936
3,98.8389285983666
4,102.40034995976508
5,104.50138522693376
6,112.97717747899969
7,120.49896912507266
8,116.11897843327431
9,115.80897919096289
10,105.952155528327
11,104.98791557304322
12,102.7945792962197
13,102.63798486995321
14,103.30446953394376
15,108.6739279640712
16,105.5990057102753
17,111.01264756917105
18,120.11602554126667
19,123.4363263251472
20,123.02026460581187
21,117.876868793704
22,110.44345382136004
23,102.61303166610638
