,value
0,105.06552010888396
1,104.07435558367777
2,105.25225577413353
3,104.54965100568847
4,105.85914150803032
5,112.3930156087494
6,113.53254628832879
7,117.66300451163565
8,113.41055695334194
9,113.34634900901186
10,108.96011829118514
11,111.37593813476151
12,111.10131545006948
13,111.37690740417486
14,121.04883001893269
15,124.6871753806842
16,120.66288718405661
17,129.55542839009743
18,134.49388614526822
19,139.51174867286005
20,136.1004738552574
21,128.979777866369
22,129.02664252808992
23,119.81839514193501
