,value
0,122.11028376227304
1,119.43191017360684
2,119.01436935688592
3,121.97500181747574
4,119.35173966328962
5,120.98275048655272
6,128.49853402216232
7,140.12065635921263
8,137.31336213463544
9,140.13952253883699
10,137.38664897345586
11,136.93839389724312
12,137.56498358509506
13,136.81336304018612
14,134.15561123841
15,134.90089665422346
16,138.4395703403524
17,143.14719677019232
18,149.91974929260044
19,154.3212634800397
20,148.9437527779353
21,144.49578645463114
22,139.0461051527903
23,133.03823726751133
