,value
0,187.0851895903124
1,183.69962694948896
2,185.12430489779777
3,185.14255795775077
4,186.15822742160174
5,186.31858676152123
6,186.1025907745429
7,186.10755902003493
8,186.08597313844987
9,189.93515246027948
10,195.88493401077724
11,197.81388410715215
12,195.2586746500081
13,192.22580907283674
14,199.40208936505937
15,190.41671338786077
16,187.4081060441376
17,185.49115357353747
18,191.6051798786635
19,187.60614619071183
20,184.22697150399713
21,180.88916560311569
22,176.97867562980682
23,168.10261115272655
