,value
0,228.20967814848544
1,223.85439154328645
2,222.30044331979926
3,223.3065103383928
4,219.5847382280229
5,219.84021217035004
6,229.235185684017
7,245.12270581344129
8,242.47580349330403
9,247.86117906441723
10,248.71760443893305
11,241.21243358217953
12,238.9009310968338
13,238.8440965995059
14,237.8164324138026
15,241.50998286324852
16,244.935574590539
17,246.57347846305095
18,252.1908221732591
19,255.11453860687482
20,245.39053469769422
21,238.79071521591362
22,233.11525432116628
23,228.8132891491122
