,value
0,93.43279472758671
1,90.4267185862408
2,95.00794779291999
3,92.3917317920761
4,92.71260889824495
5,94.71720242154383
6,105.229296014453
7,118.21368612059415
8,111.02746437398454
9,108.94682759949288
10,107.42193964011767
11,105.35951461383377
12,110.80237275569779
13,107.29632477751473
14,109.13666189463933
15,111.7170954659984
16,113.39512539856062
17,119.12157360950195
18,124.7990393816405
19,135.9995471054825
20,129.67956442539028
21,125.34998825451979
22,121.40821986822098
23,113.26080335737473
