,value
0,122.89023462080074
1,122.7222045561674
2,124.10427120506742
3,128.77763337902263
4,125.46579711276179
5,129.03386825330153
6,137.94099427903996
7,153.64007398664623
8,146.54326867558305
9,140.70869674005843
10,135.7882094367725
11,134.07408600735408
12,134.43072799377035
13,132.27906576799617
14,125.97795580812496
15,122.04827024928045
16,127.11479811601991
17,136.47409786217398
18,137.76896460309626
19,141.2657601146628
20,142.8358604436886
21,138.1289526252237
22,133.5318113940295
23,130.86878753234382
