,value
0,116.54259675824653
1,116.51472676757461
2,115.46335756942491
3,116.45067798261186
4,116.73933770744654
5,117.59026171415218
6,123.83799800452553
7,133.58171845022846
8,128.23717766362725
9,130.06683281623398
10,128.81555575369845
11,130.42026342571455
12,129.89924177975493
13,127.49780587298645
14,126.49766316171768
15,131.8805965483991
16,131.3778425565507
17,136.0781284818883
18,141.62396682359991
19,149.63740459206633
20,142.37241519494674
21,138.69381982100157
22,133.2912067008943
23,130.9522294320906
