,value
0,219.70936493831718
1,215.95319988367297
2,215.3777975103243
3,211.85191324016498
4,210.50023173865952
5,210.53576855558657
6,213.7908168347873
7,212.01906797810076
8,214.24824104248222
9,220.57676595477875
10,226.25830718101733
11,230.51125603825244
12,236.73026343191464
13,240.28485231434345
14,240.23854161289313
15,240.81347695285245
16,240.77334131943326
17,238.49240320415169
18,237.84998360474572
19,233.14269404383282
20,231.31743416916217
21,230.24303817075875
22,227.16012160517818
23,220.3399248387408
