,value
0,239.09079320882037
1,240.62756900571716
2,236.58952884303872
3,236.09638675049126
4,235.13391780199154
5,237.02413922372233
6,234.66652325469906
7,237.21195492753554
8,244.00552778102744
9,250.51707526403328
10,252.4710627605014
11,256.4421373039998
12,256.4090132600887
13,257.19172494198705
14,254.0094550874105
15,251.35588652484495
16,252.39984921725772
17,253.74816870078791
18,255.2704700783914
19,251.34989687589973
20,251.30752840874857
21,249.6580918828381
22,247.47680477048348
23,242.6815537677311
