,value
0,169.07314829383333
1,169.73580286305693
2,168.38471631513355
3,168.1356145917065
4,168.07283776266505
5,169.2359032924169
6,169.0274832145147
7,167.69650963215756
8,167.74719368156593
9,168.83208744825254
10,172.9101523834615
11,172.57955198133786
12,171.7878088278889
13,172.16373286646154
14,168.1764470375878
15,167.1082557558232
16,166.99775860634762
17,165.44006160750456
18,176.2688324035017
19,187.2599765375905
20,176.03260117298106
21,173.61677115390356
22,167.99526041693474
23,157.83956929969028
