,value
0,102.92380405749402
1,99.79507976648479
2,101.55889832747526
3,100.52820918946585
4,100.68948606092962
5,102.92123227629729
6,113.25089414483422
7,120.11736831028544
8,116.27037667904429
9,116.28992440321844
10,112.31051459360576
11,109.48823754457278
12,110.4158727770586
13,103.73412166805907
14,106.25553590810726
15,109.02506855860275
16,120.82993825737262
17,116.13764148237719
18,123.47207927535997
19,125.79187938892596
20,122.95784891571874
21,126.06333246919722
22,124.98167010307515
23,110.84506295328202
