,value
0,234.94688678696158
1,230.74270638703672
2,229.17261282557325
3,231.06751673263375
4,231.0703348853196
5,231.28570563920516
6,239.46020837237026
7,252.25625561338146
8,257.94742469080654
9,258.7252926323199
10,250.93823204171622
11,249.31031932474428
12,246.36117103194962
13,242.71631291707837
14,246.08162849757716
15,252.78047433445568
16,262.09067496918937
17,270.7218818409464
18,278.09449420341616
19,285.9181887751005
20,276.8509038941748
21,272.15237170368715
22,267.2317718352951
23,258.33742533597444
