,value
0,132.79578780622643
1,130.27972940082816
2,131.0920312515465
3,133.89490870121165
4,132.13138053188197
5,133.0039304270317
6,139.3506541726422
7,148.29706407777303
8,141.79580440994616
9,137.72841845770708
10,134.58117853569533
11,132.90461601950776
12,134.3603243587777
13,133.05799770501795
14,133.71339072850265
15,136.42514050227172
16,139.7788742434791
17,144.78415194354088
18,146.0682086232553
19,145.50895439643972
20,139.75828043646698
21,136.5742952042228
22,134.08409244651955
23,129.65811967169262
