,value
0,255.9752139125101
1,257.5813934382144
2,255.76236976849867
3,255.88075852909904
4,260.10867620073486
5,259.5967145090797
6,269.1608173591377
7,283.96191597263083
8,285.92689888334985
9,287.42258800001076
10,283.6533346174514
11,283.6382929995778
12,282.86654125460683
13,277.15641100643336
14,278.64855913998014
15,279.25933267672855
16,284.71918370409423
17,290.8959592221677
18,298.4462173679789
19,303.15721572905846
20,298.8796530911884
21,293.91690643068125
22,287.6808603028385
23,275.38914568195196
