,value
0,113.3363405859725
1,111.06458209070624
2,108.23546992532299
3,109.40868178405573
4,111.25050404825191
5,112.98963240795776
6,120.50787769379119
7,127.77752408220285
8,124.46088589098694
9,139.4795686643632
10,136.61423390632064
11,127.85696309510394
12,126.90930456994514
13,119.81161383297442
14,118.52060060328576
15,117.58242363387194
16,121.65979777295023
17,128.5750465528815
18,134.80432711972526
19,143.3989008878983
20,134.31811024410143
21,133.1324473099151
22,130.62365704888774
23,130.32347891280222
