,value
0,113.61581532199743
1,107.75046971110032
2,106.15709230781451
3,106.90927969823133
4,109.91765065673935
5,111.0582036121354
6,109.27228684741613
7,109.77297819351723
8,113.20179557256056
9,119.16577599522658
10,121.75695073580569
11,122.44779593338144
12,124.87901732028426
13,124.40091856131703
14,122.01558592724729
15,121.57109400880427
16,119.45534839816979
17,127.31837120500387
18,123.7208211329454
19,128.65891552604188
20,128.5968801434433
21,124.24226760847934
22,118.12135766726631
23,114.75878548420914
