,value
0,228.2179088678512
1,225.37230878336484
2,226.02584337122397
3,226.44848201208117
4,230.71039670098756
5,229.0623230003511
6,239.06334777213883
7,255.50669313226877
8,258.6606561182925
9,261.34579585942873
10,257.6911550359732
11,244.82720300566993
12,241.03672852340023
13,234.6877822275532
14,232.31016892349882
15,231.3377776484149
16,231.30197685549945
17,238.42075203374606
18,249.78131661986774
19,255.58307164258306
20,250.32565106271198
21,245.4662324823263
22,238.6512270652751
23,231.0875239780691
