,value
0,117.82037612308392
1,112.80432475536001
2,111.93892919661967
3,116.09139337078335
4,116.08726167690776
5,113.57825719657477
6,113.54161471830454
7,113.67120886214775
8,117.89861832451254
9,122.68632975783655
10,127.34758480057506
11,128.49592105536212
12,127.73173081768084
13,127.72004000705635
14,132.510165478707
15,128.36634444060914
16,130.29017325686667
17,131.13281927070048
18,133.09997673557442
19,131.67108458306848
20,130.69850498228104
21,132.81265857740354
22,121.63505784829513
23,115.23674298812695
