,value
0,267.0729011564537
1,265.4628107555938
2,265.71501830480906
3,266.18068859649117
4,263.75342868941567
5,265.9815950555918
6,274.17210682192916
7,290.843373110892
8,297.6134189490105
9,303.52784572556817
10,297.99184554180897
11,287.2334307043106
12,282.2345826232964
13,278.2712795483618
14,272.24135745117155
15,274.7051022387183
16,281.3660152753407
17,289.3176230702491
18,296.5390996614305
19,302.83579327503134
20,300.4198176687889
21,294.0408513684428
22,290.91135955309096
23,283.56572859211803
