,value
0,156.1399932291151
1,155.0037042392773
2,158.44624248741164
3,156.31937405446578
4,156.21466074401053
5,158.56949657365936
6,169.376623753241
7,177.2787494855789
8,173.4822365230034
9,178.79963335221905
10,171.24959256985173
11,168.53238966969536
12,170.62906403704775
13,172.03318651072723
14,166.4352982109889
15,166.26534767956838
16,171.4258040757313
17,178.40408302080797
18,189.93488931282226
19,190.53444373212105
20,190.39514975061508
21,190.5286005054888
22,184.1682754655545
23,179.8599747851489
