,value
0,98.03285759237804
1,97.97088048323259
2,95.23432854837799
3,95.3960886693534
4,95.73238138185505
5,101.75012153230017
6,107.16990704748045
7,116.27014074714211
8,109.67218278148279
9,112.12989346868987
10,107.82528035262493
11,106.02806380764383
12,104.61973641227993
13,105.10031747472419
14,104.51864175508948
15,110.28063484049514
16,111.40561727411713
17,114.1577849283638
18,117.26050757272975
19,122.41510157485962
20,116.82120502445687
21,111.95539972575881
22,108.88527470478894
23,103.2169551328607
