,value
0,253.9395580569091
1,252.0489269788133
2,252.68475784932153
3,253.09110427047278
4,256.1001217844922
5,255.08816923392666
6,258.3635629917024
7,263.51373472341754
8,270.8520429289601
9,275.3882559354271
10,274.79650587084905
11,274.4515939798057
12,269.0185596897423
13,265.4917044345549
14,261.288655470462
15,259.1994736135754
16,260.70567351960784
17,258.6338073532238
18,262.90652418954835
19,261.3299664639177
20,263.08286198422275
21,262.2464333898564
22,260.05605346858863
23,255.77244235064904
