,value
0,107.70421968154949
1,105.72429319704217
2,104.77905537396323
3,108.11137626169754
4,106.53421554570306
5,107.070792830191
6,110.9920897233332
7,117.27353266266843
8,120.05956998252111
9,119.99309517426984
10,118.76983050489632
11,122.64112425297184
12,122.30541788251104
13,116.88925876855491
14,113.63669477320038
15,113.11482449784704
16,114.53625807738449
17,118.06495091380584
18,127.40479718144526
19,124.58678627945737
20,122.35342529444253
21,123.76873998474115
22,117.20576410394828
23,109.7599387597923
