,value
0,114.65297278447638
1,112.20202522273522
2,112.71619396261687
3,113.50185711587682
4,112.31318328665512
5,111.1755831495387
6,111.79843946879583
7,113.281934002943
8,117.20047358803275
9,122.39431658887356
10,126.09552042240587
11,123.35072904306696
12,125.1494082569725
13,122.28845716537525
14,123.41246002597566
15,123.62329261133118
16,124.20748124359395
17,122.09729620450159
18,131.8784998733241
19,127.94246220492332
20,122.46611395065203
21,118.30424962381234
22,116.39920932011167
23,114.44096675857138
