,value
0,110.29863394753932
1,109.68576772760923
2,111.20539360052494
3,113.40069419221615
4,115.14659343092762
5,116.65937615468837
6,121.1484900466582
7,135.13471478918092
8,133.26628491675157
9,131.0072596268827
10,133.78928167796562
11,129.39225511546272
12,125.68979351396135
13,125.60723022885273
14,125.14136689136203
15,125.80545793846278
16,123.2759411419088
17,128.17921012869357
18,125.99449683782979
19,122.90325776143689
20,124.86851796683561
21,118.5154580834439
22,117.27986792109986
23,115.50438851942822
