,value
0,108.64553889421181
1,109.99327383187334
2,108.01878586737688
3,110.65119577713153
4,109.85852863463278
5,115.39735115080734
6,120.27618258424401
7,131.94714799733288
8,124.92662197731265
9,136.2341749060109
10,128.5788994850976
11,127.37696621712742
12,126.91607908123336
13,128.85612403079318
14,125.49717129390437
15,129.30875793825984
16,128.4185900834659
17,133.20001776069415
18,135.0610855166658
19,136.25046107198025
20,137.9971804632077
21,130.38665844837706
22,124.12381483910225
23,116.28274584261239
